,bias,center_lat,center_long,city,city_population,date,state
37210,Anti-Female Homosexual,0.0,0.0,ADRIAN,20759.0,2013-04-13,MI
37211,Anti-Male Homosexual,0.0,0.0,ROSEVILLE,47327.0,2013-04-03,MI
37212,Anti-Male Homosexual,0.0,0.0,MARQUETTE,6029.0,2013-08-23,MI
37213,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MIDLAND,41916.0,2013-01-30,MI
37214,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MIDLAND,41916.0,2013-06-29,MI
37215,Anti-Male Homosexual,0.0,0.0,MONROE,114595.0,2013-06-04,MI
37216,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,NORTON SHORES,23834.0,2013-09-30,MI
37217,Anti-Male Homosexual,0.0,0.0,PONTIAC,367671.0,2013-03-10,MI
37218,Anti-Bisexual,0.0,0.0,PONTIAC,367671.0,2013-03-10,MI
37219,Anti-Male Homosexual,0.0,0.0,PONTIAC,367671.0,2013-05-19,MI
37220,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,PONTIAC,367671.0,2013-07-10,MI
37221,Anti-Male Homosexual,0.0,0.0,PONTIAC,367671.0,2013-07-05,MI
37222,Anti-Male Homosexual,0.0,0.0,FERNDALE,20104.0,2013-07-12,MI
37223,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,WEST BLOOMFIELD,65840.0,2013-07-19,MI
37224,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,GAYLORD,20382.0,2013-10-25,MI
37225,Anti-Male Homosexual,0.0,0.0,SAGINAW,50580.0,2013-08-16,MI
37226,Anti-Female Homosexual,0.0,0.0,SAGINAW,50580.0,2013-10-03,MI
37227,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,SAGINAW,8500.0,2013-07-28,MI
37228,Anti-Male Homosexual,0.0,0.0,PORT HURON,29542.0,2013-01-30,MI
37229,Anti-Male Homosexual,0.0,0.0,PORT HURON,29542.0,2013-08-18,MI
37230,Anti-Female Homosexual,0.0,0.0,PAW PAW,0.0,2013-07-22,MI
37231,Anti-Female Homosexual,0.0,0.0,PAW PAW,0.0,2013-09-24,MI
37232,Anti-Male Homosexual,0.0,0.0,ANN ARBOR,116799.0,2013-06-08,MI
37233,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,ANN ARBOR,0.0,2013-02-15,MI
37234,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,ANN ARBOR,36091.0,2013-03-18,MI
37235,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,ANN ARBOR,36091.0,2013-06-13,MI
37236,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,DEARBORN,96012.0,2013-01-23,MI
37237,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,DEARBORN,96012.0,2013-02-25,MI
37238,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,DETROIT,699889.0,2013-09-06,MI
37239,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,HAMTRAMCK,22017.0,2013-09-07,MI
37240,Anti-Male Homosexual,0.0,0.0,LIVONIA,95220.0,2013-11-02,MI
37241,Anti-Male Homosexual,0.0,0.0,BELLEVILLE,9310.0,2013-11-11,MI
37242,Anti-Male Homosexual,0.0,0.0,TAYLOR,61836.0,2013-05-10,MI
37243,Anti-Male Homosexual,0.0,0.0,TAYLOR,61836.0,2013-05-23,MI
37244,Anti-Male Homosexual,0.0,0.0,LINO LAKES,20910.0,2013-11-03,MN
37245,Anti-Female Homosexual,0.0,0.0,BEMIDJI,13805.0,2013-05-15,MN
37246,Anti-Male Homosexual,0.0,0.0,MANKATO,40356.0,2013-04-05,MN
37247,Anti-Male Homosexual,0.0,0.0,MANKATO,40356.0,2013-09-24,MN
37248,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MOORHEAD,39322.0,2013-09-03,MN
37249,Anti-Male Homosexual,0.0,0.0,MENDOTA HEIGHTS,11158.0,2013-10-19,MN
37250,Anti-Male Homosexual,0.0,0.0,MINNEAPOLIS,9528.0,2013-05-21,MN
37251,Anti-Male Homosexual,0.0,0.0,MINNEAPOLIS,396206.0,2013-04-23,MN
37252,Anti-Male Homosexual,0.0,0.0,MINNEAPOLIS,396206.0,2013-04-30,MN
37253,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MINNEAPOLIS,396206.0,2013-05-11,MN
37254,Anti-Male Homosexual,0.0,0.0,MINNEAPOLIS,396206.0,2013-05-24,MN
37255,Anti-Male Homosexual,0.0,0.0,MINNEAPOLIS,396206.0,2013-06-27,MN
37256,Anti-Male Homosexual,0.0,0.0,MINNEAPOLIS,396206.0,2013-08-16,MN
37257,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MINNEAPOLIS,396206.0,2013-08-24,MN
37258,Anti-Male Homosexual,0.0,0.0,MINNEAPOLIS,396206.0,2013-10-16,MN
37259,Anti-Male Homosexual,0.0,0.0,MINNEAPOLIS,396206.0,2013-10-26,MN
37260,Anti-Male Homosexual,0.0,0.0,MINNEAPOLIS,396206.0,2013-11-18,MN
37261,Anti-Male Homosexual,0.0,0.0,MINNEAPOLIS,396206.0,2013-12-08,MN
37262,Anti-Bisexual,0.0,0.0,PLYMOUTH,73684.0,2013-05-13,MN
37263,Anti-Male Homosexual,0.0,0.0,PLYMOUTH,73684.0,2013-07-10,MN
37264,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MAPLE GROVE,65318.0,2013-06-30,MN
37265,Anti-Male Homosexual,0.0,0.0,MAHNOMEN,5593.0,2013-08-19,MN
37266,Anti-Male Homosexual,0.0,0.0,ROSEVILLE,34991.0,2013-04-05,MN
37267,Anti-Male Homosexual,0.0,0.0,SAINT PAUL,294690.0,2013-05-12,MN
37268,Anti-Bisexual,0.0,0.0,SAINT PAUL,294690.0,2013-08-17,MN
37269,Anti-Female Homosexual,0.0,0.0,SAINT PAUL,25810.0,2013-09-06,MN
37270,Anti-Male Homosexual,0.0,0.0,FARIBAULT,23405.0,2013-08-28,MN
37271,Anti-Male Homosexual,0.0,0.0,SHAKOPEE,39214.0,2013-03-03,MN
37272,Anti-Male Homosexual,0.0,0.0,SAVAGE,28285.0,2013-06-02,MN
37273,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,WADENA,4026.0,2013-02-28,MN
37274,Anti-Female Homosexual,0.0,0.0,SPRINGFIELD,163060.0,2013-04-13,MO
37275,Anti-Male Homosexual,0.0,0.0,CLINTON,13113.0,2013-11-07,MO
37276,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,INDEPENDENCE,117381.0,2013-09-17,MO
37277,Anti-Male Homosexual,0.0,0.0,HILLSBORO,161715.0,2013-11-19,MO
37278,Anti-Male Homosexual,0.0,0.0,OFALLON,117062.0,2013-06-30,MO
37279,Anti-Male Homosexual,0.0,0.0,OFALLON,117062.0,2013-09-25,MO
37280,Anti-Transgender,0.0,0.0,KANSAS CITY,303397.0,2013-01-07,MO
37281,Anti-Male Homosexual,0.0,0.0,KANSAS CITY,303397.0,2013-01-12,MO
37282,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,KANSAS CITY,303397.0,2013-03-17,MO
37283,Anti-Male Homosexual,0.0,0.0,KANSAS CITY,303397.0,2013-03-03,MO
37284,Anti-Male Homosexual,0.0,0.0,KANSAS CITY,303397.0,2013-03-26,MO
37285,Anti-Male Homosexual,0.0,0.0,KANSAS CITY,303397.0,2013-05-27,MO
37286,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,KANSAS CITY,303397.0,2013-06-03,MO
37287,Anti-Male Homosexual,0.0,0.0,KANSAS CITY,303397.0,2013-06-27,MO
37288,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,KANSAS CITY,303397.0,2013-08-06,MO
37289,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,KANSAS CITY,303397.0,2013-08-19,MO
37290,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,KANSAS CITY,303397.0,2013-08-21,MO
37291,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,KANSAS CITY,303397.0,2013-10-11,MO
37292,Anti-Female Homosexual,0.0,0.0,KANSAS CITY,303397.0,2013-03-29,MO
37293,Anti-Female Homosexual,0.0,0.0,KANSAS CITY,303397.0,2013-11-30,MO
37294,Anti-Male Homosexual,0.0,0.0,KANSAS CITY,303397.0,2013-12-29,MO
37295,Anti-Male Homosexual,0.0,0.0,SAINT LOUIS,318563.0,2013-03-22,MO
37296,Anti-Female Homosexual,0.0,0.0,SAINT LOUIS,318563.0,2013-04-09,MO
37297,Anti-Male Homosexual,0.0,0.0,SAINT LOUIS,318563.0,2013-06-21,MO
37298,Anti-Male Homosexual,0.0,0.0,SAINT LOUIS,318563.0,2013-08-12,MO
37299,Anti-Male Homosexual,0.0,0.0,SAINT LOUIS,318563.0,2013-11-03,MO
37300,Anti-Female Homosexual,0.0,0.0,SAINT LOUIS,318563.0,2013-12-15,MO
37301,Anti-Male Homosexual,0.0,0.0,SAINT LOUIS,318563.0,2013-11-30,MO
37302,Anti-Male Homosexual,0.0,0.0,MISSOULA,68877.0,2013-03-10,MT
37303,Anti-Male Homosexual,0.0,0.0,LIVINGSTON,8578.0,2013-10-11,MT
37304,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,BILLINGS,107802.0,2013-12-23,MT
37305,Anti-Male Homosexual,0.0,0.0,SIDNEY,6831.0,2013-03-02,NB
37306,Anti-Male Homosexual,0.0,0.0,OMAHA,425076.0,2013-08-11,NB
37307,Anti-Male Homosexual,0.0,0.0,OMAHA,425076.0,2013-10-25,NB
37308,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,LINCOLN,267565.0,2013-01-25,NB
37309,Anti-Male Homosexual,0.0,0.0,LINCOLN,267565.0,2013-05-03,NB
37310,Anti-Male Homosexual,0.0,0.0,LINCOLN,267565.0,2013-06-16,NB
37311,Anti-Female Homosexual,0.0,0.0,LINCOLN,267565.0,2013-11-07,NB
37312,Anti-Male Homosexual,0.0,0.0,COLUMBUS,22624.0,2013-07-27,NB
37313,Anti-Male Homosexual,0.0,0.0,LELAND,15535.0,2013-11-03,NC
37314,Anti-Male Homosexual,0.0,0.0,ASHEVILLE,86445.0,2013-08-24,NC
37315,Anti-Female Homosexual,0.0,0.0,ASHEVILLE,86445.0,2013-11-14,NC
37316,Anti-Male Homosexual,0.0,0.0,HICKORY,40025.0,2013-05-02,NC
37317,Anti-Male Homosexual,0.0,0.0,DURHAM,242835.0,2013-01-30,NC
37318,Anti-Female Homosexual,0.0,0.0,DURHAM,242835.0,2013-08-10,NC
37319,Anti-Male Homosexual,0.0,0.0,DURHAM,242835.0,2013-08-21,NC
37320,Anti-Male Homosexual,0.0,0.0,ROCKY MOUNT,39716.0,2013-07-13,NC
37321,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,WINSTON-SALEM,0.0,2013-09-12,NC
37322,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,WINSTON-SALEM,0.0,2013-02-04,NC
37323,Anti-Male Homosexual,0.0,0.0,GREENSBORO,120508.0,2013-05-12,NC
37324,Anti-Male Homosexual,0.0,0.0,GREENSBORO,0.0,2013-09-08,NC
37325,Anti-Female Homosexual,0.0,0.0,GREENSBORO,0.0,2013-10-18,NC
37326,Anti-Male Homosexual,0.0,0.0,CHARLOTTE,837638.0,2013-01-26,NC
37327,Anti-Male Homosexual,0.0,0.0,CHARLOTTE,837638.0,2013-03-17,NC
37328,Anti-Male Homosexual,0.0,0.0,CHARLOTTE,837638.0,2013-03-24,NC
37329,Anti-Male Homosexual,0.0,0.0,CHARLOTTE,837638.0,2013-04-08,NC
37330,Anti-Male Homosexual,0.0,0.0,CHARLOTTE,837638.0,2013-04-14,NC
37331,Anti-Male Homosexual,0.0,0.0,CHARLOTTE,837638.0,2013-08-28,NC
37332,Anti-Male Homosexual,0.0,0.0,CASTLE HAYNE,90338.0,2013-11-05,NC
37333,Anti-Male Homosexual,0.0,0.0,WILMINGTON,110985.0,2013-03-31,NC
37334,Anti-Female Homosexual,0.0,0.0,RUTHERFORDTON,50290.0,2013-12-22,NC
37335,Anti-Male Homosexual,0.0,0.0,WILSON,49737.0,2013-12-10,NC
37336,Anti-Bisexual,0.0,0.0,BISMARCK,65850.0,2013-07-11,ND
37337,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,FARGO,111101.0,2013-02-27,ND
37338,Anti-Male Homosexual,0.0,0.0,FARGO,111101.0,2013-08-25,ND
37339,Anti-Male Homosexual,0.0,0.0,DEVILS LAKE,7260.0,2013-12-27,ND
37340,Anti-Male Homosexual,0.0,0.0,CENTER CONWAY,10056.0,2013-01-29,NH
37341,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,HANOVER,11195.0,2013-05-07,NH
37342,Anti-Female Homosexual,0.0,0.0,NEWBURY,2110.0,2013-03-05,NH
37343,Anti-Male Homosexual,0.0,0.0,DURHAM,0.0,2013-02-18,NH
37344,Anti-Male Homosexual,0.0,0.0,ABSECON,37304.0,2013-04-14,NJ
37345,Anti-Male Homosexual,0.0,0.0,CLOSTER,8548.0,2013-01-06,NJ
37346,Anti-Male Homosexual,0.0,0.0,FORT LEE,35900.0,2013-02-13,NJ
37347,Anti-Female Homosexual,0.0,0.0,OAKLAND,12927.0,2013-05-29,NJ
37348,Anti-Male Homosexual,0.0,0.0,OAKLAND,12927.0,2013-11-18,NJ
37349,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MEDFORD,23285.0,2013-07-08,NJ
37350,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MEDFORD,4196.0,2013-04-15,NJ
37351,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,CAMDEN,77310.0,2013-05-08,NJ
37352,Anti-Male Homosexual,0.0,0.0,CAMDEN,77310.0,2013-08-27,NJ
37353,Anti-Male Homosexual,0.0,0.0,VINELAND,60863.0,2013-06-09,NJ
37354,Anti-Male Homosexual,0.0,0.0,BELLEVILLE,36229.0,2013-09-21,NJ
37355,Anti-Male Homosexual,0.0,0.0,IRVINGTON,54246.0,2013-07-24,NJ
37356,Anti-Male Homosexual,0.0,0.0,SOUTH ORANGE,16297.0,2013-05-02,NJ
37357,Anti-Male Homosexual,0.0,0.0,GLASSBORO,19038.0,2013-06-30,NJ
37358,Anti-Male Homosexual,0.0,0.0,GLASSBORO,19038.0,2013-10-12,NJ
37359,Anti-Male Homosexual,0.0,0.0,HARRISON,13975.0,2013-11-26,NJ
37360,Anti-Male Homosexual,0.0,0.0,HOBOKEN,52771.0,2013-09-08,NJ
37361,Anti-Male Homosexual,0.0,0.0,JERSEY CITY,256886.0,2013-06-04,NJ
37362,Anti-Male Homosexual,0.0,0.0,JERSEY CITY,256886.0,2013-12-29,NJ
37363,Anti-Male Homosexual,0.0,0.0,SECAUCUS,19119.0,2013-11-11,NJ
37364,Anti-Female Homosexual,0.0,0.0,SECAUCUS,19119.0,2013-11-30,NJ
37365,Anti-Male Homosexual,0.0,0.0,UNION CITY,68254.0,2013-05-27,NJ
37366,Anti-Male Homosexual,0.0,0.0,WEEHAWKEN,12937.0,2013-06-02,NJ
37367,Anti-Female Homosexual,0.0,0.0,TRENTON,36449.0,2013-04-04,NJ
37368,Anti-Male Homosexual,0.0,0.0,TRENTON,36449.0,2013-10-12,NJ
37369,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,TRENTON,84439.0,2013-05-17,NJ
37370,Anti-Male Homosexual,0.0,0.0,HIGHLAND PARK,14420.0,2013-04-23,NJ
37371,Anti-Female Homosexual,0.0,0.0,HIGHLAND PARK,14420.0,2013-07-29,NJ
37372,Anti-Male Homosexual,0.0,0.0,HIGHLAND PARK,14420.0,2013-08-10,NJ
37373,Anti-Male Homosexual,0.0,0.0,OLD BRIDGE,66528.0,2013-07-03,NJ
37374,Anti-Male Homosexual,0.0,0.0,JAMESBURG,41356.0,2013-12-01,NJ
37375,Anti-Male Homosexual,0.0,0.0,NEW BRUNSWICK,56542.0,2013-05-04,NJ
37376,Anti-Male Homosexual,0.0,0.0,NORTH BRUNSWICK,41425.0,2013-02-09,NJ
37377,Anti-Male Homosexual,0.0,0.0,PISCATAWAY,58259.0,2013-01-25,NJ
37378,Anti-Male Homosexual,0.0,0.0,PISCATAWAY,58259.0,2013-02-02,NJ
37379,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MONMOUTH JUNCTION,44575.0,2013-08-10,NJ
37380,Anti-Male Homosexual,0.0,0.0,ASBURY PARK,15779.0,2013-04-17,NJ
37381,Anti-Male Homosexual,0.0,0.0,ASBURY PARK,15779.0,2013-05-31,NJ
37382,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,ASBURY PARK,15779.0,2013-08-01,NJ
37383,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,HOWELL,51100.0,2013-05-25,NJ
37384,Anti-Male Homosexual,0.0,0.0,HOWELL,51100.0,2013-06-16,NJ
37385,Anti-Female Homosexual,0.0,0.0,HOWELL,51100.0,2013-10-25,NJ
37386,Anti-Male Homosexual,0.0,0.0,HOWELL,51100.0,2013-07-31,NJ
37387,Anti-Male Homosexual,0.0,0.0,KEANSBURG,9981.0,2013-12-18,NJ
37388,Anti-Male Homosexual,0.0,0.0,MATAWAN,18150.0,2013-03-24,NJ
37389,Anti-Male Homosexual,0.0,0.0,MATAWAN,18150.0,2013-12-01,NJ
37390,Anti-Male Homosexual,0.0,0.0,NEPTUNE,27856.0,2013-05-07,NJ
37391,Anti-Female Homosexual,0.0,0.0,NEPTUNE,27856.0,2013-10-10,NJ
37392,Anti-Male Homosexual,0.0,0.0,NEPTUNE,27856.0,2013-08-20,NJ
37393,Anti-Male Homosexual,0.0,0.0,RANDOLPH,25969.0,2013-09-19,NJ
37394,Anti-Female Homosexual,0.0,0.0,RANDOLPH,25969.0,2013-09-19,NJ
37395,Anti-Female Homosexual,0.0,0.0,FORKED RIVER,27865.0,2013-06-05,NJ
37396,Anti-Female Homosexual,0.0,0.0,FORKED RIVER,27865.0,2013-08-14,NJ
37397,Anti-Male Homosexual,0.0,0.0,CRANBURY,2582.0,2013-04-28,NJ
37398,Anti-Male Homosexual,0.0,0.0,LITTLE FALLS,14504.0,2013-04-13,NJ
37399,Anti-Male Homosexual,0.0,0.0,PATERSON,10985.0,2013-04-16,NJ
37400,Anti-Bisexual,0.0,0.0,RARITAN,7352.0,2013-11-01,NJ
37401,Anti-Male Homosexual,0.0,0.0,RARITAN,7352.0,2013-11-01,NJ
37402,Anti-Female Homosexual,0.0,0.0,HAMBURG,8049.0,2013-07-04,NJ
37403,Anti-Male Homosexual,0.0,0.0,WASHINGTON,6493.0,2013-11-15,NJ
37404,Anti-Male Homosexual,0.0,0.0,NEWARK,278246.0,2013-05-31,NJ
37405,Anti-Male Homosexual,0.0,0.0,ALBUQUERQUE,558165.0,2013-07-10,NM
37406,Anti-Female Homosexual,0.0,0.0,ALBUQUERQUE,558165.0,2013-09-06,NM
37407,Anti-Male Homosexual,0.0,0.0,ALBUQUERQUE,558165.0,2013-09-28,NM
37408,Anti-Male Homosexual,0.0,0.0,ALBUQUERQUE,558165.0,2013-02-22,NM
37409,Anti-Male Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-01-25,NV
37410,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,LAS VEGAS,1500455.0,2013-03-11,NV
37411,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,LAS VEGAS,1500455.0,2013-03-07,NV
37412,Anti-Male Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-04-06,NV
37413,Anti-Male Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-04-11,NV
37414,Anti-Male Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-06-02,NV
37415,Anti-Male Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-06-07,NV
37416,Anti-Male Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-06-22,NV
37417,Anti-Male Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-06-27,NV
37418,Anti-Male Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-07-18,NV
37419,Anti-Male Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-07-15,NV
37420,Anti-Male Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-08-09,NV
37421,Anti-Male Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-08-17,NV
37422,Anti-Male Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-08-31,NV
37423,Anti-Male Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-09-03,NV
37424,Anti-Male Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-10-19,NV
37425,Anti-Male Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-10-31,NV
37426,Anti-Female Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-11-07,NV
37427,Anti-Male Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-11-14,NV
37428,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,LAS VEGAS,1500455.0,2013-11-25,NV
37429,Anti-Female Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-12-11,NV
37430,Anti-Male Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-12-18,NV
37431,Anti-Male Homosexual,0.0,0.0,LAS VEGAS,1500455.0,2013-12-26,NV
37432,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,NORTH LAS VEGAS,225632.0,2013-06-01,NV
37433,Anti-Male Homosexual,0.0,0.0,RENO,232561.0,2013-07-10,NV
37434,Anti-Male Homosexual,0.0,0.0,LATHAM,78215.0,2013-06-18,NY
37435,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,POUGHKEEPSIE,43866.0,2013-09-20,NY
37436,Anti-Female Homosexual,0.0,0.0,BUFFALO,258789.0,2013-11-04,NY
37437,Anti-Female Homosexual,0.0,0.0,BUFFALO,258789.0,2013-07-21,NY
37438,Anti-Male Homosexual,0.0,0.0,MINEOLA,1058467.0,2013-08-24,NY
37439,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MINEOLA,1058467.0,2013-04-27,NY
37440,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-07-03,NY
37441,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-06-21,NY
37442,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-09-16,NY
37443,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-07-07,NY
37444,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-08-08,NY
37445,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-09-29,NY
37446,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-08-25,NY
37447,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-08-14,NY
37448,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-09-28,NY
37449,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-05-29,NY
37450,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-07-15,NY
37451,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-05-27,NY
37452,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-09-30,NY
37453,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-08-23,NY
37454,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-06-27,NY
37455,Anti-Female Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-09-12,NY
37456,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-09-16,NY
37457,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-07-21,NY
37458,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-08-02,NY
37459,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-05-29,NY
37460,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-05-27,NY
37461,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-09-04,NY
37462,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-09-16,NY
37463,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-09-01,NY
37464,Anti-Female Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-08-19,NY
37465,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-05-23,NY
37466,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-07-21,NY
37467,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-07-28,NY
37468,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-05-31,NY
37469,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-06-12,NY
37470,Anti-Female Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-06-16,NY
37471,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-04-12,NY
37472,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-06-10,NY
37473,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-05-15,NY
37474,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-08-19,NY
37475,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-04-04,NY
37476,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-06-25,NY
37477,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-05-15,NY
37478,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-07-15,NY
37479,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-07-05,NY
37480,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-09-30,NY
37481,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-07-19,NY
37482,Anti-Male Homosexual,0.0,0.0,NEW YORK,8396126.0,2013-06-23,NY
